conversation_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
9c716m,1.0,0.15274463007159905,0.2650103519668737,0.9682539682539683,0.145933014354067,0.25363825363825365,1.0,0.15274463007159905,0.2650103519668737
9c8amk,1.0,0.5324675324675324,0.6949152542372882,0.9672131147540983,0.5130434782608696,0.6704545454545454,1.0,0.5324675324675324,0.6949152542372882
9ca0yk,1.0,0.5961538461538461,0.7469879518072289,0.9805194805194806,0.583011583011583,0.7312348668280871,1.0,0.5961538461538461,0.7469879518072289
9cfz10,1.0,0.37349397590361444,0.543859649122807,0.9836065573770492,0.36363636363636365,0.5309734513274337,1.0,0.37349397590361444,0.543859649122807
9d07z8,1.0,0.27264653641207814,0.4284717376133984,0.9771241830065359,0.2657777777777778,0.41788958770090845,1.0,0.27264653641207814,0.4284717376133984
9dbjxa,1.0,0.3786407766990291,0.5492957746478873,0.9210526315789473,0.3431372549019608,0.4999999999999999,1.0,0.3786407766990291,0.5492957746478873
9dhcnh,1.0,0.5385964912280702,0.7001140250855188,0.9934640522875817,0.5342706502636204,0.6948571428571428,1.0,0.5385964912280702,0.7001140250855188
9dhek8,1.0,0.7601351351351351,0.8637236084452975,0.9821428571428571,0.7457627118644068,0.8477842003853565,1.0,0.7601351351351351,0.8637236084452975
9dnnwe,1.0,0.6267605633802817,0.7705627705627706,0.9717514124293786,0.607773851590106,0.7478260869565216,1.0,0.6267605633802817,0.7705627705627706
9e26l0,1.0,0.2094175960346964,0.34631147540983603,0.9702380952380952,0.2022332506203474,0.3347022587268994,1.0,0.2094175960346964,0.34631147540983603
9e4u9b,1.0,0.12821758135016997,0.22729229444683596,0.9657794676806084,0.12342079689018465,0.2188711762171478,1.0,0.12821758135016997,0.22729229444683596
9e4xmr,1.0,0.31392045454545453,0.4778378378378378,0.9773242630385488,0.30632551528073915,0.4664502164502164,1.0,0.31392045454545453,0.4778378378378378
9e7yw7,1.0,0.5949074074074074,0.7460087082728593,0.96875,0.5754060324825986,0.7219796215429404,1.0,0.5949074074074074,0.7460087082728593
9egz42,1.0,0.4894991922455573,0.6572668112798264,0.9900662251655629,0.48381877022653724,0.65,1.0,0.4894991922455573,0.6572668112798264
9erlln,1.0,0.3282710280373832,0.494283201407212,0.975,0.3192982456140351,0.48105726872246696,1.0,0.3282710280373832,0.494283201407212
